feature,importance
last_c_ctdot_n,0.0
c_h_per_min,0.0
t_cn_t_mean,0.0
geocentric_latitude_mean,0.0
geocentric_latitude_std,0.0
last_c_ctdot_rdot,0.0
t_cn_r_std,0.0
azimuth_mean,0.0
t_cn_r_mean,0.0
azimuth_min,0.0
last_c_time_lastob_start,0.0
elevation_std,0.0
c_crdot_t_std,0.0
